sensor,mac_address,unidade_medida,valor,latitude,longitude,status,timestamp
umidade,00:1B:44:11:3A:B8,%,42.78,-22.906847,-43.172896,false,2025-04-11T05:31:42.896326
umidade,00:1B:44:11:3A:B8,%,86.43,-22.906847,-43.172896,false,2025-04-08T11:54:42.896341
umidade,00:1B:44:11:3A:B9,%,83.79,-22.906847,-43.172896,true,2025-04-14T04:42:42.896363
umidade,00:1B:44:11:3A:BA,%,44.76,-15.794229,-47.882166,false,2025-04-13T07:37:42.896375
umidade,00:1B:44:11:3A:B9,%,86.98,-23.55052,-46.633308,false,2025-04-11T09:09:42.896387
umidade,00:1B:44:11:3A:B7,%,38.93,-23.55052,-46.633308,true,2025-04-14T10:27:42.896399
umidade,00:1B:44:11:3A:B7,%,88.7,-15.794229,-47.882166,false,2025-04-07T17:54:42.896411
umidade,00:1B:44:11:3A:BA,%,86.62,-23.55052,-46.633308,true,2025-04-11T16:48:42.896424
umidade,00:1B:44:11:3A:B9,%,49.96,-23.55052,-46.633308,true,2025-04-08T03:51:42.896438
umidade,00:1B:44:11:3A:BA,%,45.95,-22.906847,-43.172896,true,2025-04-12T20:46:42.896453
umidade,00:1B:44:11:3A:B7,%,52.62,-19.916681,-43.934493,true,2025-04-10T19:45:42.896467
umidade,00:1B:44:11:3A:B7,%,44.15,-23.55052,-46.633308,true,2025-04-10T21:34:42.896482
umidade,00:1B:44:11:3A:B8,%,53.3,-15.794229,-47.882166,true,2025-04-14T05:06:42.896496
umidade,00:1B:44:11:3A:B9,%,60.82,-15.794229,-47.882166,true,2025-04-10T13:57:42.896510
umidade,00:1B:44:11:3A:B8,%,46.85,-22.906847,-43.172896,true,2025-04-12T23:05:42.896523
umidade,00:1B:44:11:3A:BA,%,62.8,-19.916681,-43.934493,false,2025-04-11T07:06:42.896538
umidade,00:1B:44:11:3A:B9,%,72.89,-23.55052,-46.633308,true,2025-04-09T11:59:42.896552
umidade,00:1B:44:11:3A:B8,%,89.75,-15.794229,-47.882166,false,2025-04-13T16:46:42.896567
umidade,00:1B:44:11:3A:BA,%,58.59,-19.916681,-43.934493,false,2025-04-10T11:23:42.896581
umidade,00:1B:44:11:3A:B8,%,56.64,-19.916681,-43.934493,false,2025-04-13T12:06:42.896596
umidade,00:1B:44:11:3A:BA,%,86.91,-23.55052,-46.633308,true,2025-04-11T08:19:42.896610
umidade,00:1B:44:11:3A:B8,%,72.08,-19.916681,-43.934493,false,2025-04-09T06:09:42.896624
umidade,00:1B:44:11:3A:B9,%,65.06,-19.916681,-43.934493,false,2025-04-11T12:40:42.896637
umidade,00:1B:44:11:3A:B8,%,39.54,-19.916681,-43.934493,true,2025-04-09T12:31:42.896651
umidade,00:1B:44:11:3A:B8,%,44.62,-22.906847,-43.172896,false,2025-04-11T14:31:42.896665
umidade,00:1B:44:11:3A:BA,%,54.79,-22.906847,-43.172896,false,2025-04-14T01:45:42.896679
umidade,00:1B:44:11:3A:BA,%,86.03,-19.916681,-43.934493,true,2025-04-11T08:24:42.896693
umidade,00:1B:44:11:3A:BA,%,75.01,-15.794229,-47.882166,true,2025-04-12T22:09:42.896706
umidade,00:1B:44:11:3A:B8,%,71.72,-23.55052,-46.633308,false,2025-04-09T13:27:42.896722
umidade,00:1B:44:11:3A:B8,%,81.96,-23.55052,-46.633308,true,2025-04-08T05:14:42.896738
umidade,00:1B:44:11:3A:B9,%,45.59,-23.55052,-46.633308,true,2025-04-13T03:29:42.896749
umidade,00:1B:44:11:3A:B9,%,38.16,-15.794229,-47.882166,true,2025-04-11T21:40:42.896761
umidade,00:1B:44:11:3A:B8,%,49.3,-19.916681,-43.934493,false,2025-04-14T15:27:42.896772
umidade,00:1B:44:11:3A:B7,%,61.69,-15.794229,-47.882166,true,2025-04-11T17:52:42.896785
umidade,00:1B:44:11:3A:BA,%,68.26,-15.794229,-47.882166,true,2025-04-13T04:40:42.896797
umidade,00:1B:44:11:3A:B9,%,80.2,-22.906847,-43.172896,false,2025-04-07T23:40:42.896809
umidade,00:1B:44:11:3A:B9,%,83.41,-23.55052,-46.633308,false,2025-04-12T19:18:42.896823
umidade,00:1B:44:11:3A:B9,%,79.36,-23.55052,-46.633308,false,2025-04-12T01:28:42.896838
umidade,00:1B:44:11:3A:B8,%,34.04,-23.55052,-46.633308,false,2025-04-13T23:11:42.896852
umidade,00:1B:44:11:3A:B9,%,87.24,-15.794229,-47.882166,true,2025-04-13T09:12:42.896865
umidade,00:1B:44:11:3A:B8,%,41.73,-15.794229,-47.882166,false,2025-04-14T10:05:42.896879
umidade,00:1B:44:11:3A:B7,%,33.85,-22.906847,-43.172896,true,2025-04-11T13:30:42.896893
umidade,00:1B:44:11:3A:B8,%,34.49,-22.906847,-43.172896,true,2025-04-08T10:28:42.896907
umidade,00:1B:44:11:3A:B8,%,54.07,-15.794229,-47.882166,false,2025-04-08T13:37:42.896921
umidade,00:1B:44:11:3A:BA,%,68.88,-15.794229,-47.882166,false,2025-04-08T02:22:42.896936
umidade,00:1B:44:11:3A:BA,%,68.99,-15.794229,-47.882166,false,2025-04-13T23:22:42.896950
umidade,00:1B:44:11:3A:B9,%,66.89,-22.906847,-43.172896,false,2025-04-13T15:01:42.896964
umidade,00:1B:44:11:3A:B8,%,40.87,-19.916681,-43.934493,true,2025-04-11T03:38:42.896978
umidade,00:1B:44:11:3A:B7,%,73.25,-19.916681,-43.934493,false,2025-04-09T07:53:42.896993
umidade,00:1B:44:11:3A:B7,%,72.36,-23.55052,-46.633308,true,2025-04-12T11:24:42.897007
umidade,00:1B:44:11:3A:B7,%,71.08,-19.916681,-43.934493,true,2025-04-10T20:41:42.897021
umidade,00:1B:44:11:3A:B8,%,31.54,-15.794229,-47.882166,true,2025-04-11T17:02:42.897035
umidade,00:1B:44:11:3A:B8,%,54.52,-23.55052,-46.633308,false,2025-04-09T10:28:42.897049
umidade,00:1B:44:11:3A:B7,%,75.17,-22.906847,-43.172896,true,2025-04-08T22:10:42.897063
umidade,00:1B:44:11:3A:B8,%,36.32,-15.794229,-47.882166,false,2025-04-12T07:58:42.897077
umidade,00:1B:44:11:3A:B8,%,53.22,-15.794229,-47.882166,false,2025-04-13T21:08:42.897093
umidade,00:1B:44:11:3A:BA,%,47.38,-23.55052,-46.633308,false,2025-04-08T17:20:42.897107
umidade,00:1B:44:11:3A:B7,%,44.55,-22.906847,-43.172896,true,2025-04-08T16:56:42.897121
umidade,00:1B:44:11:3A:BA,%,33.37,-19.916681,-43.934493,false,2025-04-09T10:07:42.897135
umidade,00:1B:44:11:3A:B9,%,35.14,-23.55052,-46.633308,true,2025-04-13T14:14:42.897150
umidade,00:1B:44:11:3A:B8,%,43.58,-19.916681,-43.934493,false,2025-04-08T03:03:42.897164
umidade,00:1B:44:11:3A:B8,%,50.23,-19.916681,-43.934493,true,2025-04-07T23:49:42.897178
umidade,00:1B:44:11:3A:B8,%,45.98,-22.906847,-43.172896,false,2025-04-11T05:21:42.897192
umidade,00:1B:44:11:3A:B7,%,43.06,-23.55052,-46.633308,false,2025-04-08T01:10:42.897207
umidade,00:1B:44:11:3A:B7,%,86.07,-23.55052,-46.633308,true,2025-04-11T07:37:42.897220
umidade,00:1B:44:11:3A:B8,%,30.9,-23.55052,-46.633308,true,2025-04-08T01:26:42.897234
umidade,00:1B:44:11:3A:B9,%,41.02,-22.906847,-43.172896,false,2025-04-09T08:58:42.897249
umidade,00:1B:44:11:3A:BA,%,59.73,-23.55052,-46.633308,true,2025-04-07T19:23:42.897263
umidade,00:1B:44:11:3A:BA,%,39.83,-22.906847,-43.172896,false,2025-04-11T21:05:42.897278
umidade,00:1B:44:11:3A:B9,%,71.73,-22.906847,-43.172896,false,2025-04-12T17:22:42.897292
umidade,00:1B:44:11:3A:B8,%,74.39,-15.794229,-47.882166,true,2025-04-08T07:11:42.897306
umidade,00:1B:44:11:3A:BA,%,77.19,-19.916681,-43.934493,false,2025-04-10T17:26:42.897320
umidade,00:1B:44:11:3A:BA,%,56.32,-19.916681,-43.934493,true,2025-04-13T09:36:42.897334
umidade,00:1B:44:11:3A:B8,%,84.79,-15.794229,-47.882166,true,2025-04-11T17:26:42.897348
umidade,00:1B:44:11:3A:B9,%,77.34,-22.906847,-43.172896,false,2025-04-13T22:10:42.897362
umidade,00:1B:44:11:3A:B7,%,67.16,-15.794229,-47.882166,false,2025-04-13T07:48:42.897377
umidade,00:1B:44:11:3A:B7,%,67.87,-23.55052,-46.633308,true,2025-04-09T02:34:42.897391
umidade,00:1B:44:11:3A:B7,%,59.97,-23.55052,-46.633308,false,2025-04-09T04:19:42.897405
umidade,00:1B:44:11:3A:B8,%,67.9,-23.55052,-46.633308,false,2025-04-11T09:48:42.897416
umidade,00:1B:44:11:3A:B7,%,84.56,-23.55052,-46.633308,false,2025-04-09T03:48:42.897431
umidade,00:1B:44:11:3A:B9,%,64.44,-19.916681,-43.934493,false,2025-04-13T09:57:42.897445
umidade,00:1B:44:11:3A:B8,%,76.09,-19.916681,-43.934493,false,2025-04-13T14:03:42.897459
umidade,00:1B:44:11:3A:B9,%,32.41,-23.55052,-46.633308,false,2025-04-11T18:17:42.897473
umidade,00:1B:44:11:3A:B9,%,80.66,-15.794229,-47.882166,false,2025-04-13T18:29:42.897488
umidade,00:1B:44:11:3A:B9,%,80.4,-15.794229,-47.882166,true,2025-04-11T20:02:42.897502
umidade,00:1B:44:11:3A:BA,%,77.44,-19.916681,-43.934493,true,2025-04-09T20:40:42.897517
umidade,00:1B:44:11:3A:B7,%,82.68,-19.916681,-43.934493,true,2025-04-08T14:02:42.897532
umidade,00:1B:44:11:3A:BA,%,51.83,-15.794229,-47.882166,true,2025-04-07T18:17:42.897546
umidade,00:1B:44:11:3A:BA,%,34.09,-22.906847,-43.172896,true,2025-04-12T18:06:42.897581
umidade,00:1B:44:11:3A:B8,%,32.71,-15.794229,-47.882166,true,2025-04-07T23:02:42.897595
umidade,00:1B:44:11:3A:BA,%,68.1,-23.55052,-46.633308,false,2025-04-12T21:46:42.897609
umidade,00:1B:44:11:3A:B8,%,85.88,-19.916681,-43.934493,true,2025-04-13T21:52:42.897626
umidade,00:1B:44:11:3A:B8,%,31.63,-15.794229,-47.882166,false,2025-04-09T15:44:42.897640
umidade,00:1B:44:11:3A:B7,%,78.29,-15.794229,-47.882166,true,2025-04-11T03:39:42.897653
umidade,00:1B:44:11:3A:B7,%,30.49,-19.916681,-43.934493,true,2025-04-12T21:26:42.897666
umidade,00:1B:44:11:3A:B8,%,61.36,-22.906847,-43.172896,false,2025-04-12T10:36:42.897678
umidade,00:1B:44:11:3A:B9,%,30.63,-22.906847,-43.172896,false,2025-04-11T04:20:42.897693
umidade,00:1B:44:11:3A:B8,%,63.22,-22.906847,-43.172896,false,2025-04-14T13:22:42.897707
umidade,00:1B:44:11:3A:B9,%,60.11,-23.55052,-46.633308,true,2025-04-09T09:40:42.897720
umidade,00:1B:44:11:3A:BA,%,82.32,-19.916681,-43.934493,true,2025-04-08T10:44:42.897731
umidade,00:1B:44:11:3A:B9,%,75.07,-22.906847,-43.172896,false,2025-04-14T04:52:42.897738
umidade,00:1B:44:11:3A:B8,%,80.86,-22.906847,-43.172896,false,2025-04-13T05:53:42.897746
umidade,00:1B:44:11:3A:B8,%,49.04,-23.55052,-46.633308,true,2025-04-10T17:06:42.897754
umidade,00:1B:44:11:3A:BA,%,82.29,-22.906847,-43.172896,true,2025-04-08T04:07:42.897761
umidade,00:1B:44:11:3A:B8,%,55.8,-15.794229,-47.882166,false,2025-04-14T03:42:42.897769
umidade,00:1B:44:11:3A:B7,%,68.3,-15.794229,-47.882166,false,2025-04-14T03:26:42.897777
umidade,00:1B:44:11:3A:B8,%,52.37,-19.916681,-43.934493,false,2025-04-09T05:37:42.897785
umidade,00:1B:44:11:3A:B8,%,30.25,-22.906847,-43.172896,false,2025-04-13T01:07:42.897793
umidade,00:1B:44:11:3A:B8,%,85.22,-22.906847,-43.172896,true,2025-04-14T10:46:42.897800
umidade,00:1B:44:11:3A:B7,%,67.55,-23.55052,-46.633308,true,2025-04-09T14:52:42.897808
umidade,00:1B:44:11:3A:BA,%,31.08,-22.906847,-43.172896,false,2025-04-13T18:10:42.897817
umidade,00:1B:44:11:3A:B8,%,33.95,-23.55052,-46.633308,true,2025-04-12T09:43:42.897830
umidade,00:1B:44:11:3A:B9,%,63.62,-23.55052,-46.633308,false,2025-04-14T02:08:42.897842
umidade,00:1B:44:11:3A:B9,%,86.21,-15.794229,-47.882166,true,2025-04-14T14:12:42.897855
umidade,00:1B:44:11:3A:B7,%,71.62,-23.55052,-46.633308,false,2025-04-12T13:58:42.897869
umidade,00:1B:44:11:3A:B7,%,74.92,-23.55052,-46.633308,true,2025-04-07T23:28:42.897883
umidade,00:1B:44:11:3A:B7,%,70.53,-19.916681,-43.934493,false,2025-04-10T01:07:42.897894
umidade,00:1B:44:11:3A:B8,%,77.53,-23.55052,-46.633308,false,2025-04-08T04:48:42.897902
umidade,00:1B:44:11:3A:BA,%,37.32,-19.916681,-43.934493,true,2025-04-12T01:29:42.897910
umidade,00:1B:44:11:3A:B9,%,85.23,-15.794229,-47.882166,true,2025-04-13T06:23:42.897917
umidade,00:1B:44:11:3A:B8,%,48.42,-23.55052,-46.633308,true,2025-04-10T16:18:42.897925
umidade,00:1B:44:11:3A:B7,%,45.09,-22.906847,-43.172896,false,2025-04-12T04:29:42.897932
umidade,00:1B:44:11:3A:B8,%,87.91,-19.916681,-43.934493,false,2025-04-08T17:18:42.897940
umidade,00:1B:44:11:3A:B8,%,79.44,-15.794229,-47.882166,true,2025-04-12T20:25:42.897947
umidade,00:1B:44:11:3A:B9,%,43.27,-23.55052,-46.633308,false,2025-04-10T12:26:42.897955
umidade,00:1B:44:11:3A:BA,%,67.94,-15.794229,-47.882166,false,2025-04-09T04:54:42.897963
umidade,00:1B:44:11:3A:B9,%,66.9,-22.906847,-43.172896,true,2025-04-09T05:18:42.897971
umidade,00:1B:44:11:3A:B8,%,35.55,-23.55052,-46.633308,false,2025-04-08T08:16:42.897979
umidade,00:1B:44:11:3A:B7,%,84.19,-22.906847,-43.172896,true,2025-04-10T22:08:42.897986
umidade,00:1B:44:11:3A:B8,%,64.37,-22.906847,-43.172896,false,2025-04-14T05:31:42.897994
umidade,00:1B:44:11:3A:B9,%,55.2,-22.906847,-43.172896,false,2025-04-12T10:45:42.898002
umidade,00:1B:44:11:3A:BA,%,74.92,-22.906847,-43.172896,false,2025-04-11T16:06:42.898009
umidade,00:1B:44:11:3A:B9,%,89.52,-22.906847,-43.172896,true,2025-04-12T20:29:42.898017
umidade,00:1B:44:11:3A:BA,%,88.87,-23.55052,-46.633308,false,2025-04-14T07:07:42.898025
umidade,00:1B:44:11:3A:B9,%,78.89,-22.906847,-43.172896,false,2025-04-12T06:09:42.898032
umidade,00:1B:44:11:3A:BA,%,36.08,-22.906847,-43.172896,true,2025-04-09T20:15:42.898040
umidade,00:1B:44:11:3A:B8,%,51.82,-15.794229,-47.882166,true,2025-04-08T21:07:42.898047
umidade,00:1B:44:11:3A:B7,%,83.98,-15.794229,-47.882166,true,2025-04-13T16:11:42.898055
umidade,00:1B:44:11:3A:B7,%,49.04,-15.794229,-47.882166,true,2025-04-11T02:44:42.898062
umidade,00:1B:44:11:3A:BA,%,61.99,-23.55052,-46.633308,true,2025-04-11T08:30:42.898078
umidade,00:1B:44:11:3A:B9,%,55.02,-15.794229,-47.882166,true,2025-04-09T04:13:42.898086
umidade,00:1B:44:11:3A:B8,%,79.86,-19.916681,-43.934493,false,2025-04-11T17:03:42.898094
umidade,00:1B:44:11:3A:BA,%,83.45,-19.916681,-43.934493,true,2025-04-11T12:17:42.898103
umidade,00:1B:44:11:3A:B7,%,55.19,-19.916681,-43.934493,true,2025-04-10T19:12:42.898110
umidade,00:1B:44:11:3A:B9,%,68.81,-23.55052,-46.633308,true,2025-04-14T15:23:42.898118
umidade,00:1B:44:11:3A:BA,%,47.25,-23.55052,-46.633308,false,2025-04-10T21:37:42.898126
umidade,00:1B:44:11:3A:B7,%,48.52,-15.794229,-47.882166,true,2025-04-08T07:35:42.898133
umidade,00:1B:44:11:3A:B8,%,69.15,-22.906847,-43.172896,true,2025-04-08T05:26:42.898141
umidade,00:1B:44:11:3A:B7,%,82.0,-19.916681,-43.934493,true,2025-04-08T08:16:42.898148
umidade,00:1B:44:11:3A:B9,%,51.43,-22.906847,-43.172896,true,2025-04-12T13:47:42.898157
umidade,00:1B:44:11:3A:B7,%,75.05,-23.55052,-46.633308,true,2025-04-08T10:46:42.898165
umidade,00:1B:44:11:3A:B7,%,42.53,-19.916681,-43.934493,true,2025-04-13T10:52:42.898177
umidade,00:1B:44:11:3A:BA,%,59.48,-15.794229,-47.882166,true,2025-04-08T23:37:42.898189
umidade,00:1B:44:11:3A:BA,%,85.6,-23.55052,-46.633308,true,2025-04-11T08:09:42.898202
umidade,00:1B:44:11:3A:B8,%,83.99,-15.794229,-47.882166,true,2025-04-09T16:20:42.898211
umidade,00:1B:44:11:3A:BA,%,55.97,-19.916681,-43.934493,false,2025-04-08T14:31:42.898220
umidade,00:1B:44:11:3A:B7,%,65.28,-19.916681,-43.934493,true,2025-04-14T11:10:42.898228
umidade,00:1B:44:11:3A:B9,%,55.17,-23.55052,-46.633308,false,2025-04-10T23:31:42.898236
umidade,00:1B:44:11:3A:BA,%,36.23,-19.916681,-43.934493,false,2025-04-13T09:04:42.898243
umidade,00:1B:44:11:3A:B8,%,78.93,-23.55052,-46.633308,false,2025-04-07T18:11:42.898251
umidade,00:1B:44:11:3A:BA,%,88.54,-22.906847,-43.172896,true,2025-04-08T22:25:42.898259
umidade,00:1B:44:11:3A:B7,%,59.87,-19.916681,-43.934493,false,2025-04-07T21:21:42.898267
umidade,00:1B:44:11:3A:B7,%,54.04,-15.794229,-47.882166,true,2025-04-11T06:02:42.898274
umidade,00:1B:44:11:3A:B9,%,80.34,-22.906847,-43.172896,true,2025-04-12T04:36:42.898282
umidade,00:1B:44:11:3A:B9,%,83.08,-23.55052,-46.633308,true,2025-04-11T11:33:42.898289
umidade,00:1B:44:11:3A:B9,%,69.83,-15.794229,-47.882166,false,2025-04-08T07:23:42.898297
umidade,00:1B:44:11:3A:BA,%,72.68,-22.906847,-43.172896,true,2025-04-07T18:47:42.898309
umidade,00:1B:44:11:3A:B7,%,71.25,-23.55052,-46.633308,false,2025-04-08T20:08:42.898321
umidade,00:1B:44:11:3A:B9,%,61.19,-22.906847,-43.172896,true,2025-04-12T18:23:42.898334
umidade,00:1B:44:11:3A:BA,%,34.02,-23.55052,-46.633308,true,2025-04-14T00:09:42.898345
umidade,00:1B:44:11:3A:BA,%,31.06,-15.794229,-47.882166,true,2025-04-11T22:25:42.898353
umidade,00:1B:44:11:3A:B9,%,89.89,-22.906847,-43.172896,true,2025-04-12T13:14:42.898360
umidade,00:1B:44:11:3A:B9,%,56.58,-15.794229,-47.882166,true,2025-04-14T14:06:42.898368
umidade,00:1B:44:11:3A:B7,%,54.19,-19.916681,-43.934493,false,2025-04-14T09:51:42.898376
umidade,00:1B:44:11:3A:BA,%,40.84,-22.906847,-43.172896,false,2025-04-10T04:25:42.898384
umidade,00:1B:44:11:3A:BA,%,44.74,-23.55052,-46.633308,false,2025-04-12T04:12:42.898392
